#TSS_Code	Source_Site	Study_Name	BCR
YW	Albert_Einstein_Medical_Center	Sarcoma	NCH
YX	Emory_University	Stomach_adenocarcinoma	NCH
YY	Roswell_Park	Pancreatic_adenocarcinoma	NCH
YZ	The_Ohio_State_University	Uveal_Melanoma	NCH
Z2	IDIIRCCS	Skin_Cutaneous_Melanoma	NCH
Z3	UCLA	Sarcoma	NCH
Z4	Cureline	Sarcoma	NCH
Z5	Cureline	Pancreatic_adenocarcinoma	NCH
Z6	Cureline	Esophageal_carcinoma	NCH
Z7	John_Wayne_Cancer_Center	Breast_invasive_carcinoma	NCH
Z8	John_Wayne_Cancer_Center	Pancreatic_adenocarcinoma	NCH
ZA	Candler	Stomach_adenocarcinoma	NCH
ZB	Thoraxklinik	Thymoma	NCH
ZC	University_of_Mannheim	Thymoma	NCH
ZD	ILSbio	Cholangiocarcinoma	NCH
ZE	Spectrum_Health	Lung_squamous_cell_carcinoma	NCH
ZF	University_of_Sheffield	Bladder_Urothelial_Carcinoma	NCH
ZG	University_Medical_Center_HamburgEppendorf	Prostate_adenocarcinoma	NCH
ZH	University_of_North_Carolina	Cholangiocarcinoma	NCH
ZJ	NCI_HRE_Branch	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
ZK	University_of_New_Mexico	Cholangiocarcinoma	NCH
ZL	Valley_Hospital	Thymoma	NCH
ZM	University_of_Ulm	Testicular_Germ_Cell_Tumors	NCH
ZN	Brigham_and_Women's_Hospital_Division_of_Thoracic_Surgery	Mesothelioma	NCH
ZP	Medical_College_of_Wisconsin	Liver_hepatocellular_carcinoma	NCH
ZQ	Tayside_Tissue_Bank	Stomach_adenocarcinoma	NCH
ZR	Tayside_Tissue_Bank	Esophageal_carcinoma	NCH
ZS	Tayside_Tissue_Bank	Liver_hepatocellular_carcinoma	NCH
ZT	International_Genomics_Consortium	Thymoma	NCH
ZU	Spectrum_Health	Cholangiocarcinoma	NCH
ZW	University_of_Alabama	Pancreatic_adenocarcinoma	NCH
ZX	University_of_Alabama	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
